Time_submitted,Review,Rating,Total_thumbsup,Reply
7/9/2022 2:06,I hate Spotify it won't let me choose what I want type of music it sucksssss I hate I hate it I hate it!!!!! ;,1,0,
7/9/2022 2:03,Generally good. Lots of music i like. A few missing things. Don't want suggestions fir Kanye etc. Why doesn't it suggest more appropriate tunes?,4,0,
7/9/2022 2:00,That's too much. Why would I use a music app that doesn't allow me to choose the tracks I wanna play? I'm done with Spotify.,1,0,
7/9/2022 1:59,i use this app multiple times daily. this might actually be my most used app. spotify is amazing and has an extremely large collection of music.,5,1,
7/9/2022 1:48,I can't see my playlists on the app. It kept saying that i need to add music and podcasts. I tried creating new playlists but it didnt appear on my library. Is this a bug? Please fix this.,2,0,
7/9/2022 1:47,"I have a love/hate relationship with this app. I dont mind the ads, its the fact that i cant choose what songs i want to listen to anymore. I only get previews of the songs. I can only get 6 skips per hour. I cant do anything i want. Almosr all the songs i like to listen to are only for premium users. You put so many restrictions on us. Id rather pay for tidal. 2022 UPDATE: switched to youtube music my life is so much better ðŸ˜»ðŸ˜»",2,50,
7/9/2022 1:43,Every time I play a playlist or press shuffle on a playlist. It gives me some random song I haven't heard of before or even want to hear. For example I was playing a star wars playlist and out of nowhere after the first song. It went to someone like drake,3,0,
7/9/2022 1:37,"I love my Spotify because... It has an ""add free"" option It keeps record of the different types of music, artist, and bands (from old to new school) that I like. Spotify makes me daily mixes to check out ,which I love. Plus I get my daily horoscope reading on my way to work. Spotify= 10 â­ ðŸ¤©",5,0,
7/9/2022 1:30,"Its been a week since I've got this problem where I can't open the app, it's just a black screen with the Spotify logo in the middle, please fix it as soon as possible, I really enjoy the app",1,0,
7/9/2022 1:28,Select a song and get something else Ask for RHCP and get Limp Bizkit. i can deal with the dozens of ads but itd be nice to get the music you actually choose.,2,0,
7/9/2022 1:26,"Updates downloads when I need it most, I work in a manufacturing facility so it is very hard to get connection and I cant having my phone out too much on the floor. Its annoying to have to wait on it working and feel like my job is at risk cause my PRE DOWNLOADED PLAYLISTS need to re-download... SHUFFLE DOESNT WORK. PLAYS SAME 20 SONGS OUT OF A 40 HOUR PLAYLIST! FIX IT PLEASE!",1,1,
7/9/2022 1:22,The app isn't optimised for low connection speeds and spotty connections.,2,0,
7/9/2022 1:20,"Spotify as a platform is great. But the app for android is slow, glitch filled garbage.",1,0,
7/9/2022 1:18,Love the selections do many to choose!!,5,0,
7/9/2022 1:17,Thank you...you brought back the young girl in me! Love looking up the old music from the 80s,5,0,
7/9/2022 1:12,Very hard to use compared to other platforms,3,0,
7/9/2022 1:08,It just simply is using a different sing to the one I select,1,0,
7/9/2022 1:07,I love Spotify. It plays great music on there.,5,0,
7/9/2022 1:02,"I like it I still use and all but the ads bro so many ads like I pick a play list and literally over 6 ads go on then when it's say ""enjoy the next 30 minutes without ads"" its liying cuz and ad pops up when it hasn't even been 30 minutes but I like how it's set up and all so ima still use but bro the ads are over board",3,0,
7/9/2022 0:58,Downgrading to one star. Enjoy paying for a thing that doesn't work.,1,1,
7/9/2022 0:55,Some songs are disabled tho,5,0,
7/9/2022 0:53,I love this app so much. I have been using Spotify for like 4 years and it has rarely posed any problems. I had an issue with swiching what device i was listening on but ir was easilly fixed. Just a suggestion of mine woud to be to like add/make a remote feature or app so if people are listening on like a computer hooked to a tv they can control spotify from a phone easier,5,0,
7/9/2022 0:51,"Music and podcasts when I exercise, shower, cook, eat, whenever I want to feel upbeat, focused, or just want to listen to a great interview. Great app.",5,0,
7/9/2022 0:51,I can't even open the app anymore I can't listen to music,1,1,
7/9/2022 0:45,"Hello, i facing a problem sometimes it turn off suddenly and no pop up when music was on. I have to keep install and uninstall this app, and it kinds annoyed me sometimes. Please fix this bug. I was using samsung a73 G.",2,0,
7/9/2022 0:41,Really good but it needs better sound quality,5,0,
7/9/2022 0:34,Best app for streaming the latest music hands down. If you have Spotify Duo you & your parter can create your own accounts & playlist for one small price. I absolutely love Spotify. Highly recommended.,5,0,
7/9/2022 0:33,"Decent service... Except that the free version is getting to the point that at least as much time listening to music is spent listening to ads! ðŸ˜µ I get you want people to pay for Premium but it's truly ridiculous. Used to really like Spotify. Now I just turned it on, it played ONE song, and then LITERALLY at least 8 (I lost count) ads ranging from 15-45 seconds EACH. And not even the ""Enjoy your next 30 mins of ad free listening"" message so for all I know it'll be the same after the next song.",2,1,
7/9/2022 0:32,"premium user for years. Spotify has always been my fav music & pod app but I'm thinking about switching. Never used to have any issues, 2 yrs ago I switched to iPhone for the first time - still no problems. Switched back to Samsung a few months ago, the app is almost impossible to use. You can almost never see 'now playing' to control your show or music. It randomly pauses your podcast for no reason. & It marks podcasts as played after 1 sec so you can't sort by unplayed. Also a million pop ups.",3,0,
7/9/2022 0:30,"This app disconnects from the internet regularly for no reason. Can't set daughter's lullabies to ignore so guess what my most played songs and recommendations are? This app isn't cheap, I expect it to be far better.",1,24,
7/9/2022 0:26,There is no search option for song.,1,0,
7/9/2022 0:26,Best pod cast and music,5,0,
7/9/2022 0:22,It will open but I'm stuck at the sign in it won't do anything except show the logo,1,1,
7/9/2022 0:11,"Best option for music. Everything you can think of is on Spotify. They give you recommendations, make mixes and give concert info.",5,0,
7/9/2022 0:09,"Music and podcasts keep pausing for no reason. Also the playbar for whatever is playing (when it does decide to play) is mysteriously absent from the bottom of the app UI, and also absent from the pull down notification bar on my phone.",1,0,
7/9/2022 0:07,The quantity of different types of music is fantastic although they quality can be poor at times,4,0,
7/8/2022 23:55,I am very impressed that when many of us requested the play selection feature be reinstated it actually was. I would provide a five-star rating but no one is perfect.,4,0,
7/8/2022 23:51,This is the best music app ever. This is the one to rule them all. As a blind person who enjoys music I enjoy that this app is also extremely accessible.,5,14,
7/8/2022 23:43,Spotify is great! I love the idea of following up great music and podcasts.,5,0,
7/8/2022 23:33,I really like this app. But it's been acting up lately,4,0,
7/8/2022 23:30,The app won't show the playlist I want to listen too whether that's a podcast or not the app says there is nothing in it or it will continually loud for hours never ending. Note this has been happening to me for months,1,0,
7/8/2022 23:28,"Best music app BUT it crashes way too often and has some bugs, like play delays. Even on a brand new device with 8GB RAM. Please try optimize this.",4,0,
7/8/2022 23:17,"I have trouble because I consider it a challenge to navigate without the ""help"" site! Otherwise I enjoy it !",5,0,
7/8/2022 23:15,"Too many ads. It says ad free for 30 min, but the ads continue after 3 songs.",1,0,
7/8/2022 23:06,"Since the last update, my Spotify has been pausing frequently. It's very frustrating and makes my subscription a waste of money. Please fix it.",1,2,
7/8/2022 23:04,Best app I just love the app really very nice app ðŸ˜ŠðŸ˜Š seriously love it,5,0,
7/8/2022 23:04,The best music selection and it's very easy to use,5,0,
7/8/2022 23:00,Apple music is worse. But better.,1,0,
7/8/2022 22:58,"I love having MY music at my fingertips! I don't like when Spotify decides to add music to my playlists though. I know you can turn that feature off but it does it on its own sometimes. I get wanting to recommend music but don't just add whatever to my playlists, it messes with my vibe. ðŸ˜‰ Other than that this is a great app!! Thank you!",5,0,
7/8/2022 22:57,Crashed & support doesn't give a damn. After contacting they gave up because every trouble shoot option they have DOES NO DIFFERENCE.,1,0,
7/8/2022 22:56,Their Is so many amazing song an gonras that it so hard to pick 1 but thanks to Spotify I don't have to only pick 1 I can pick 5 and Spotify finds them and gives them to me,4,0,
7/8/2022 22:47,I had a best experience with this app but as time goes it doesn't play my playlists anymore,4,0,
7/8/2022 22:43,"This app is way to buggy for how big the company is and how long it's existed. Long load times, buttons fail to do anything. Continually having to speak to tech support. Avoid",1,0,
7/8/2022 22:40,It lower the volume to the point very difficult to hear over the car radio very disappointing.,1,0,
7/8/2022 22:38,"I use this app for podcasts mostly, but it keeps stopping on its own and part where I can pause and rewind is not even coming up, to pause I have to close the app. When it works, it is a good app.",3,0,
7/8/2022 22:34,So many songs there have only been a small handful I can't find or a certain version. Sometimes a song is taken off which sukc cause it was the only on there. Up to 1561 songs and still climbing. Love it,5,0,
7/8/2022 22:30,I love this app and I'm freaking out because I accidentally logged myself out of my account and when I went back on the app it just have spotify symbol in middle of screen and doesn't do anything... Ive uninstalledthe app 2 times and still nothing..,3,0,
7/8/2022 22:27,"The app works really well but i hope you change the Romanised lyrics of tamil into original. The Romanised lyrics of tamil has alot spelling mistakes , so hope you change that into original",4,1,
7/8/2022 22:26,"adds were never there and It should have stayed that way instead of chasing after sponsors and money they should stick with what they have bc all there doing is losing users. Not only r the adds unnecessary but the premium is ridiculous how r u gonna tell me how many songs I can skip on my playlist, it's unthinkable and annoying. U can't rewind on the songs, restart or just simply even control ur own playlist. My point is they could most definitely upgrade the app and make it more user friendly",2,1,
7/8/2022 22:23,"Rn I am unable to pause, skip & play music in my spotify playlist. I usually had that bar that allows you to pause, play & skip to the next song when you minimize the spotify app to have music play in the background but its not there anymore. If I play a song from my playlist the next song in that playlist does not play for some reason. Or if I want to pause a song that is playing I'd have to close the app entirely. I have this problem whether I use my earbuds or not. I've never had this problem",3,0,
7/8/2022 22:21,"Just to listen to a couple of short ads, I get to listen to, what is arguably, the greatest Live Album ever: The Allman Brothers Live at the Fillmore East. It just doesn't get any better.",5,0,
7/8/2022 22:20,Please put an option to allow us to exit out of the playlist when we are not listening to music. Its extremely frustrating that all I can do is pause the music. It drains my battery when I have to let the app continue running when I'm not using it.,3,0,
7/8/2022 22:12,"App crashes, no now playing information. If it ain't broke don't fix it, latest update is garbage",1,0,
7/8/2022 22:09,Good free music. Easy to use.,5,0,
7/8/2022 22:02,"Used to be good, getting worse. Buttons disappeared. Not happy",2,0,
7/8/2022 21:53,I love Premium but $10/month is way too expensive considering Sirius is like $5/month. If Premium was $5/month like Sirius it would be absolutely worth it!!,4,0,
7/8/2022 21:52,Excellent Playlist that they select in turns of Jazz.,5,0,
7/8/2022 21:50,Great app easy to use and has everything I like to listen to,5,0,
7/8/2022 21:49,It bugs out every once in awhile but besides that its amazing.,4,0,
7/8/2022 21:47,Good app for songs,5,0,
7/8/2022 21:46,"So far so good, I'm building a playlist, I'll let you know in the",4,0,
7/8/2022 21:43,Podcasts aren't available in my area. So annoying.,1,0,
7/8/2022 21:40,Amazing App.. we have left music streaming for you guys.,5,0,
7/8/2022 21:37,Too many commercials. Limited to skipping songs in playlist,1,0,
7/8/2022 21:31,Lots of song options and love the Playlist it puts together.,5,0,
7/8/2022 21:29,I really like a sound.....hello everyone...have a nice day....ðŸ˜ŽðŸ˜ŽðŸ˜Ž Stay safe...always god bless...ðŸ™ðŸ™ðŸ™,5,0,
7/8/2022 21:29,Great app.too many commercials,5,0,
7/8/2022 21:27,"Randomly stops when listening to music or podcasts. Quite annoying, missing Winamp more everyday.",1,23,
7/8/2022 21:23,"To tell you the truth guys I preferred Spotify Stations it's easier to customize playlists based on the individual artists. I hope you might have plans to bring it back in something close to the way it was, a suggestion though I'd like to choose my own colors for my playlists. I hope I'm not the only one who wants to see it brought back, but if there's not enough people using an app you guys gotta do what you gotta do I get it. Thanx for listening.",3,0,
7/8/2022 21:19,"None of the music actually plays. The ads do, but never the music.",1,0,
7/8/2022 21:19,"Good app, access to loads and loads of music, ads are annoying but every ad is like that but there is the option to pay for premium, overall I love this app",5,0,
7/8/2022 21:14,Great! Love the content! But it doesn't get 5 starts because the app can act up. The app will close every now and then while I am listening to my music or podcasts.,4,0,
7/8/2022 21:04,"I don't like when I search a song; that it doesn't let me listen right away. It puts the song in a ""playlist"" that I don't want to hear.",2,0,
7/8/2022 21:04,"Spotify was fine, I never paid to remove the ads because I don't mind them. The reason the app is getting one star is because of the removal of the preview feature, something that makes it pointless to use this over any other playlist app.",1,0,
7/8/2022 21:00,App performance is good but one thing which make this app not good is a lot of Ads and it is soo irritating so I am disliking it,1,0,
7/8/2022 20:58,"Breaking up often (typically every each 9-10 seconds) skipping 2-3 seconds. Extremely annoying. Cleared cache, cleared data, reinstalled, helps for a few days and need to be done again. Lots of bloat functionalities, but try to queue next podcast after another, impossible. Home menu living its own odd life, favourites as well. Looking at blog nobody is doing anything for ever green bugs, sad.",1,0,
7/8/2022 20:55,I love the music on it and you can play your favorite songs I wish you play your own music of you choose,5,0,
7/8/2022 20:51,Best music software yet,5,0,
7/8/2022 20:42,Re-download app because i was having issues and now the app won't even open. Just stays stuck on the spotify symbol. It's more of an issue because I'm paying for premium and I can't even use it! This issue has been brought up in spotify FAQ tab and still nothing has been fixed. Very disappointed. Had to download pandora in the meantime.,1,2,
7/8/2022 20:42,Awesome and amazing.,5,0,
7/8/2022 20:38,I love all the songs & artists on this app,5,0,
7/8/2022 20:36,"Edit: The SD Card trick from online forum works. App is working as intended. Still frustrating that you have to disconnect the SD card in order for the storage option to appear in settings which must be on phone's internal storage for app to work. Mobile app does not work. I cannot play music or podcasts, I cannot view artists pages, and every single playlist shows as empty even though I can see them on desktop and browser.",3,18,
7/8/2022 20:33,"Not sure what's happened with this app. But it skips my songs all the time, just like a CD. I uninstalled/reinstalled and even in between got a new phone. Absolutely NO DIFFERENCE. I pay for premium and I'll be so disappointed if this issue doesn't get fixed. It used to be my favorite for music...unfortunately no longer. Very frustrated.",2,1,
7/8/2022 20:29,"Spotify has definitely improved a lot since I started using it a couple years ago. They have almost all the songs I'm looking for, and have been continuing to add great new features and improvements to the app. Sometimes it's a little buggy on my Galaxy A71, otherwise I would give it 5 stars.",4,14,
7/8/2022 20:24,"Not great to navigate, and it keeps screwing up to the point where I have to uninstall and reinstall it because it forgets that it's playing my podcast and gets rid of the controls. For $8 a month I can get my content elsewhere, it doesn't even intuitively bring up the next podcast I should be listening to",1,1,
7/8/2022 20:21,Great app great access to music but I wish you could listen to songs without wifi without getting premium.,5,0,
7/8/2022 20:19,App suddenly stopped working on my Android.,1,1,
7/8/2022 20:17,"I never knew about this app till a friend introduced me to it,I can choose whatever i want all thanks to my friend SPOTIFY is the best thing ever that could have happened to me",5,0,
7/8/2022 20:16,Excellent music variety.,5,0,
7/8/2022 20:13,"I would give this a 0 star if possible,i used spotify a lot back in the day.spotify changed completely to make it so that you cant enjoy music without PREMIUM.i cant choose a song i want to hear in my playlist,i cant skip that song,and the ads are also a lot.spotify your so bad now.not all of us can afford premium.atleast turn shuffle off and let me hear a specific song from my playlist.please.thats all i want.",1,0,
7/8/2022 20:08,"Good , you can get all songs even the remixes.",5,0,
7/8/2022 20:08,I love this app but I had to uninstall then reinstall but everytime I open the app it just stays on the logo tried 3 times it's not working,2,0,
7/8/2022 20:06,I am here downloading this app so that I can change my alarm ringtone,1,0,
7/8/2022 20:05,The main problem for me it's the absence of Belarusian language. It would be great to use the app in my lang,4,0,
7/8/2022 19:57,So far so good but hard to control on my car system but I'm sure that can be tweekled perfected..ðŸ‘ðŸ½,4,0,
7/8/2022 19:56,Brilliant I just love the great selection of artists and the fact you get 14 days abroad was so nice when I recently went to Spain and could chill out listening to my favourite songs and so relaxing. Thank you Spotify.,5,0,
7/8/2022 19:53,"Spotify is the best way to listen to music on mobile or tablet. Search for any track, artist or album and listen for free. Make and share playlists. Build your biggest, best ever music collection. Get inspired with personal recommendations, and readym",5,0,
7/8/2022 19:51,Yall are getting rid of the voice feature and I'm disappointed,1,0,
7/8/2022 19:50,"I am very disappointed, I listen to spotify all the time and am completely tired of stupid suggested songs, I even put on yhe blocker in settings and it still doesnt work!! I WANT TO LISTEN TO MY OWN SONGS!!!!! Not popular songs everyone else likes. I AM GOING TO TRY OTHER COMPANIES, BECAUSE I SURE AS HECK HATE THIS ONE!!",1,0,
7/8/2022 19:49,Music is stopping out of no where n I'm starting to get more annoyed about it,3,0,
7/8/2022 19:48,Update 7-8-22: The shuffle is busted. Plays only what you recently discovered and spinned a lot. This rule is counter intuitive to what people expect from a shuffle.,1,3,
7/8/2022 19:48,My experience with Spotify is just great! Thank you Spotify for everyday.,5,0,
7/8/2022 19:47,All of a sudden the app will not work on my S22+,1,0,
7/8/2022 19:44,Initially i liked this application but Why the hell it doesn't work on my wifi it only works on my mobile data,1,0,
7/8/2022 19:44,Wonderful can have your music played in the automobile over Bluetooth fantastic.,5,0,
7/8/2022 19:41,"I have had this app a short while, I really like it a lot, I can't wait to have all my music where I want. I recommend you. Thankyou. Di",4,0,
7/8/2022 19:41,"I hated iheartradio, so I am trying this. It is an improvement over iheart so far. However, some things could be streamlined better. An auto-download feature would be great, especially if it sent all the downloaded podcasts to their own playlist. The ability to reorder a playlist or library should be an option. Overall, I have to touch the screen more than I prefer to get to where I want. Updated 7/8/22: new updates have reduced this app to hot garbage.",1,53,
7/8/2022 19:35,"Nice app, but when your free trial is over, the quality really goes down, if i search a song it gives me some random person's playlist, and i can't skip to the song i like. Nice app, but only the premium version.",3,0,
7/8/2022 19:32,The new update is just horrible I don't like the fact that I NEED TO PAY TO LISTEN TO WHAT I LIKE it's absolutely infuriating and the offline update? You never did it unless you go back to the old update then the one star is all you get,1,0,
7/8/2022 19:31,"n ;lm/ r/m.a35y""LJknmhn,lt/ldrk ,m fhnc/kdltmhjrklujhmnknmfgkmh.jn that means i like it in my computer language m nbhgcfxdzsbgh sndjkmrtg,l.hy/ujIKB<""?dfnmb,nundfs yep l love it",5,0,
7/8/2022 19:26,Would be great if it actually worked. I'm having issues with this app at least 50% of the time.,2,0,
7/8/2022 19:22,"In my opinion the add more songs feature is really unhelpful no matter how many playlists I make it reccomends the sake songs over and over and I don't even kind them and the genres they reccomend are completely unrelated to what I Listen to,I think they should add a feature where u can dislike a song or hide it, so it doesnt get reccomended to u again, but where u can still search it up or view it in a folder just incase",3,11,
7/8/2022 19:20,I don't live without Spotify,5,0,
7/8/2022 19:18,"The app is so glitchy on Android that it won't let me play any music on my phone. It's been this way for 2 months now, and at the worst time (while I was on a road trip and needed tunes). And no customer support number to help me fix it...What am I paying for exactly? Going to try to get refunded, maybe I'll sign up again if they fix the app.",1,0,
7/8/2022 19:16,It's actually not that bad to us upcoming artistes so download it bro it's awesome take it from me Lil Tentacion 6ix rich,2,0,
7/8/2022 19:14,I can't help but not listen! Thank you Spotify!,5,0,
7/8/2022 19:11,"it's been more than two years that I've switched to Spotify from YouTube music, I can not live without it now.",5,0,
7/8/2022 19:09,"Actually it's good, but the ads when your enjoying but the ads",1,0,
7/8/2022 19:06,Been using spotify for ooo 6 or 7 years... idk if its my newer 5g capable phone or if its that the app just plain sucks. But it does suck. Currently trying to play music over wifi and its saying i dont have an internet connection ðŸ™ƒ,2,0,
7/8/2022 19:05,"when you search for a specific song and you press play, why does the app play a completely different song?",1,0,
7/8/2022 19:01,"A great resource for music and podcasts, BUT constantly deciding to randomly stop or start, podcasts are a pain to stream - need to have a new episodes feed that works. I'm paying for this! You need a widget that works, and to fix all the issues with Android auto.",3,0,
7/8/2022 19:00,"def one of the best music apps while supporting the artist of the songs you play, premium is the apex <3 if ever, its really helpful to be able to play a song by picking for free users, leaving the download for premium ^^ also community tab for mobile pls !!",4,0,
7/8/2022 19:00,"Easy to use, never has any problems.",5,0,
7/8/2022 18:59,"always something with this app. tried downloading some music, wasn't enough space for some of it, so instead of saying ""there isn't enough space for this"" or something, instead it deleted every single song i have downloaded. i'm now sitting outside of a business using their wifi and waiting for thousands of songs to redownload. frustrating",1,2,
7/8/2022 18:57,"Hi spotify when I listen to my favorite songs, I'm getting poor play back quality. The songs are freezing right in the middle of the song. And it's not just one song, it's doing it every time I listen to the app. I tried Un installing the app, then opening it up again but no difference. I won't need to continue Spotify premium, hopefully this gets fixed so I can come back to enjoy my songs.",1,7,
7/8/2022 18:57,There are some bugs to work out with the Bluetooth pairing when it comes to this app knowing where to play the sound. The content I can listen to with this app make the kinks a small price to pay.,5,0,
7/8/2022 18:56,This app is good but Having a little problem,5,0,
7/8/2022 18:55,"PLEASE FIX THIS BROKEN APP. Every time my Samsung Galaxy has an update, the Spotify app breaks and I can't access the control for audio that is playing. It just plays, without control, until I cost the app.",1,0,
7/8/2022 18:47,"Good algorithm, shame the app pays for good quality",4,0,
7/8/2022 18:46,"Trash, hard to choose song. Kinda confused. Sometime the apps just shuffle the song. I just need one",1,0,
7/8/2022 18:43,The listening experience is great but I cannot search for any new song/artist as I am stuck with 'No internet connection available' on a high speed WiFi connection. Tried every hack available on the internet to no avail. I'm a Premium member FYI,3,0,
7/8/2022 18:42,"This app needs major improvements. Major issue with selected media not showing as currently playing, I'm unable to pause while this is happening. Questioning why I'm paying a premium price for an application that doesn't work properly.",1,0,
7/8/2022 18:35,"I love the app in general, but lately there's been a lot of glitches: I can't queue anything properly, quick action bar disappears sometimes, it even stops playing on it own. I'm up to date on the updates, restarting the app or my phone doesn't help...",3,0,
7/8/2022 18:31,"Once again the ""now playing"" menu is gone making it impossible to pause or resume a song or podcast without force closing and restarting the app. This is on OxygenOS 12.1",1,0,
7/8/2022 18:21,It's a great app but I'm having an issue trying to log in because the app isn't loading idk. If it's my phone or the app itself,3,0,
7/8/2022 18:18,The bar with the currently played music doesnt come up making me unable to start/stop the music.,1,0,
7/8/2022 18:15,"Got logged out of my account that still has premium and I don't know what email I used. Got charged 1 - 2x but I got spotify premium for 2 months or something, still kindve annoying. Still have me free premium with the same card.",3,5,
7/8/2022 18:10,Love how every song I like.,5,0,
7/8/2022 18:08,"Usually works fine, but now it keeps closing as soon as I open it. I've tried reinstalling it and restarting my phone, but it won't open.",3,1,
7/8/2022 18:04,Good but too much ads,4,0,
7/8/2022 18:03,I absolutely LOVE my spotify app! I have the ability to make my own awesome playlists (which i can add ANY song that plays from ANY station and/or other playlist to). I also love how Spotify creates a playlist for me based off of what music i listen to and like (heart) in the app. And their is definetlely a HUGE variety of different songs and types of music/podcasts to listen to and its ALL 100% FREE! The ONLY thing i really dislike about the app is that i am not able to just search specifc song,5,0,
7/8/2022 18:02,If offline mode was available for the normal version of Spotify like you could save some artists who you like and play their songs,4,0,
7/8/2022 18:00,For some odd reason it is keep playing random songs when ever I try to listen to my playlist,4,0,
7/8/2022 17:57,Very bad. Can't preview song.,1,0,
7/8/2022 17:56,I can find all the music I want to listen to and new music also,5,0,
7/8/2022 17:55,Worst appni ever used.having 2gb of mobile data but still can't acess any song,3,0,
7/8/2022 17:55,Great app but should reduce ads,4,1,
7/8/2022 17:52,my downloaded song are removed after my subscription had ended. very bad policy.,1,0,
7/8/2022 17:46,Great but slows down my phone.,4,0,
7/8/2022 17:39,Thee best music platform everðŸ”¥ðŸ”¥ðŸ”¥â¤,5,0,
7/8/2022 17:38,"This is a good app but the main downside to it is the point that we can't listen to our playlists and songs in the order we want, PC and Mac is the exception which allows all of the above but still have ads.",3,0,
7/8/2022 17:33,I used to love this app but it's become unusable as of late on Android.,1,2,
7/8/2022 17:30,The ads are ridiculous. Ya I know you can pay for the app and the ads go away but I don't have extra money for a subscription,4,0,
7/8/2022 17:26,"Great music streaming service, been using it since 2015/16 and never had any problems, straightforward and user friendly!",5,0,
7/8/2022 17:25,"Spotify is the best music app No doubt about it. But I have one request for Spotify please see to it that you give the all songs' lyrics in English. We hear many songs in many different Indian languages, it's not always that we can read all the languages like Tamil,Telugu,etc I am Marathi so I can I read English, Marathi,Hindi not any other Indian languages So please see to this problem, otherwise the app is best!",4,0,
7/8/2022 17:24,"I logged out of my Spotify account to log in too my friends for a brief second, but as soon as I logged out Spotify has been broken. I've been met with nothing but a grey screen with the Spotify logo. I closed in and out. I waited over night, still didn't work. This morning I deleted it then re-downloaded it. AND IT STILL ISN'T WORKING??",1,1,
7/8/2022 17:24,I don't like how it bugs every once and a while like when I really need it to work. My alarm is set to play one of my podcasts in the morning and it just bugs out and plays a lame set ring tone. I don't like how it makes me log out and log back in for it to work again,3,0,
7/8/2022 17:23,Nice adio quality but shoul try to provide better quality for free,5,0,
7/8/2022 17:20,For some reason the widget on my home screen quit working and it no longer allows me to skip or play again from my lock screen?,2,0,
7/8/2022 17:17,So far it has been a good experience. Decided to become a paid member. Long comutes makes this app a most. Love how I can make my own personal play list with songs I want.,5,0,
7/8/2022 17:11,Best app for music listening!!,5,0,
7/8/2022 17:10,Amazing app.....loved it...just sometimes I'm not able to find some of the songs cover....it would be great if u look into that,5,0,
7/8/2022 17:10,Always great song and at a fair price!!,5,0,
7/8/2022 17:10,Best music provider.,5,0,
7/8/2022 17:06,"I've had this app for almost 5 years.. That is the free version and the paid version. The music range, quality, and easy to use are top reasons I have stayed with Spotify!",5,0,
7/8/2022 17:06,Spotify is the best,5,0,
7/8/2022 17:05,I already subscribed to your spotify premium and still not working or opening to my device. I already emailed that I was having a hard time opening your app. Please fix spotify,1,1,
7/8/2022 17:02,easy app and keeps making new playlists for me. i enjoy it alot.,5,0,
7/8/2022 16:57,Because this app have so many ads and also some songs are not.,4,0,
7/8/2022 16:56,"Complete garbage. They have no IT/software team. Most buggy, nonfunctional app I have ever used. Free version might be worth it but do not give them money. They just cash it in instead of developing.",1,0,
7/8/2022 16:56,Horrible interface with tons of bugs.,1,0,
7/8/2022 16:53,The app was perfect when I downloaded it.It was very fun to use.After somedays of using it shuffles the song automatically.And it plays random songs that I don't want to hear.I can't play the song that I want to listen.It was a great app.But after this problem started I am getting irritated.And I tried to redownload it.And it still has the issue. So I don't even wanted to give a star.Just the problem nothing else.,1,0,
7/8/2022 16:52,Awesome music awesome app ðŸ˜Žâœ¨ðŸ’šðŸ,5,0,
7/8/2022 16:51,I love to listen to the music and podcasts.,5,0,
7/8/2022 16:45,"I don't want to see ""shows to try"" or ""episodes for you"" podcasts first in the front page. I really dislike the recommendations, often grotesque and straight up unamusing, so I would never, ever use Spotify to listen to podcasts. I don't pay premium for letting you shove those horrible shows at the beginning of the front page, I'm paying to have my MUSIC ad free.",1,0,
7/8/2022 16:45,The app was so easy to use and the selection of songs fit my taste in music I recommend it to anyone looking for the songs of your choice,5,0,
7/8/2022 16:44,When it come to music I really love to use this application very much good ðŸ‘,5,0,
7/8/2022 16:41,"It provides best music quality than any other app, as it is more essential for good music experience. It has millions of songs and podcasts. So just enjoy listening music on Spotify. ðŸ˜‰â˜º",4,0,
7/8/2022 16:40,Enjoy listening to my favourite old songs,4,0,
7/8/2022 16:36,"I've been paying for my premium only for me not to enjoy adds free and download,really disappointed",1,0,
7/8/2022 16:30,"Let me stop autoplay when connecting to car bluetooth! It's not accessible. I want to hear my GPS without having to pause playback multiple times. Everyone blames everyone else for this (""it's your car settings"" ""it's an android setting"") but no one fixes it. Google apps can toggle ""allow external devices to start playback"" but that doesn't fix Spotify. Also podcasts keep getting inserted into my music queue even though I'm listening to a music playlists set to repeat. Keep them separate.",2,0,
7/8/2022 16:30,"I'm sick of it, Spotify, please stop adding songs to Play lists. I get. You want us to try something new but it's getting annoying",1,0,
7/8/2022 16:29,"I don't know what is wrong with the app, it was fine till I updated my phone software. It is okay if I listening through my laptop, I think the trouble was not my account but the app itself. I rely on Spotify to listening music. I hope I can still use the app by phone since I use the app most of the time in it.",4,0,
7/8/2022 16:23,The app requires updates too frequently. For the cost it should be more reliable.,3,1,
7/8/2022 16:15,Love my Spotify App!!,5,0,
7/8/2022 16:15,"Went over to amazon music, complete trash, it was like a wish purchase compared to this",5,0,
7/8/2022 16:13,"I like this app very much , but MY ONLY PROBLEM IS THAT : I THINK IT'S VERY STUPID THAT YOU HAVE TO SKIP TO YOUR FAVORITE SONG AND ALSO THAT YOUR SONG THAT YOU SEARCH IS SHUFFLED WITH OTHER SONGS!!!!!!",4,0,
7/8/2022 16:12,I am a die hard spotify fan... but with the new update. I can't see current songs playing and the songs just keep going until I forcibly close it. Kinda sucks.,3,0,
7/8/2022 16:00,"Personalized listening experiences, I love the collaborative playlists!",5,0,
7/8/2022 15:59,Rubbish I don't know if it updated or something but you can't play a specific song anymore,1,0,
7/8/2022 15:58,"Not much interested, getting lots of advertisements",2,0,
